_id,address.building,address.coord,address.street,address.zipcode,borough,cuisine,grades,name,restaurant_id
623dfc93033c411989316316,148-33,"[-73.8079209,40.706527]",Hillside Avenue,11435,Queens,American ,"[{""date"":{""$date"":""2014-07-18T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-10-25T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2012-09-28T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2011-12-21T00:00:00Z""},""grade"":""A"",""score"":2},{""date"":{""$date"":""2011-08-10T00:00:00Z""},""grade"":""A"",""score"":10}]","Lovell'S Guiding Light",40591492
623dfc93033c411989316317,170,"[-74.16620540000001,40.6358327]",South Avenue,10303,Staten Island,Chicken,"[{""date"":{""$date"":""2014-06-23T00:00:00Z""},""grade"":""B"",""score"":18},{""date"":{""$date"":""2013-05-14T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-04-23T00:00:00Z""},""grade"":""A"",""score"":12}]","Alex'S Kitchen",40591519
623dfc93033c411989316318,1077,"[-73.932473,40.7139783]",Grand Street,11211,Brooklyn,American ,"[{""date"":{""$date"":""2015-01-03T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2014-06-26T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2013-04-24T00:00:00Z""},""grade"":""A"",""score"":2},{""date"":{""$date"":""2012-04-19T00:00:00Z""},""grade"":""A"",""score"":5}]",Pumps Exotic Bar,40591607
623dfc93033c411989316319,149-23,"[-73.804851,40.70223]",Jamaica Avenue,11435,Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","[{""date"":{""$date"":""2014-12-15T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2014-05-28T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-10-28T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-06-01T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-12-06T00:00:00Z""},""grade"":""A"",""score"":2}]",La Nueva Playitas,40591856
623dfc93033c41198931631a,224,"[-73.991309,40.75190600000001]",West 35 Street,10001,Manhattan,Chinese,"[{""date"":{""$date"":""2014-09-23T00:00:00Z""},""grade"":""Z"",""score"":22},{""date"":{""$date"":""2014-04-08T00:00:00Z""},""grade"":""B"",""score"":26},{""date"":{""$date"":""2013-03-13T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-10-26T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-10-11T00:00:00Z""},""grade"":""P"",""score"":12},{""date"":{""$date"":""2012-05-29T00:00:00Z""},""grade"":""B"",""score"":27},{""date"":{""$date"":""2012-01-17T00:00:00Z""},""grade"":""B"",""score"":22},{""date"":{""$date"":""2011-10-03T00:00:00Z""},""grade"":""B"",""score"":16}]",Fuji Bakery,40591981
623dfc93033c41198931631b,143,"[-74.0080346,40.7349704]",Perry Street,10014,Manhattan,American ,"[{""date"":{""$date"":""2014-07-15T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2013-07-17T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-01-31T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2011-12-14T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2011-09-07T00:00:00Z""},""grade"":""A"",""score"":7}]",The Otheroom,40592117
623dfc93033c41198931631c,1515,"[-73.8465526,40.8444831]",Williamsbridge Road,10461,Bronx,Hamburgers,"[{""date"":{""$date"":""2014-06-05T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2014-01-09T00:00:00Z""},""grade"":""A"",""score"":3},{""date"":{""$date"":""2013-07-23T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-02-08T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2012-01-06T00:00:00Z""},""grade"":""A"",""score"":7}]","Mcdonald'S",40592181
623dfc93033c41198931631d,303,"[-74.0166532,40.710408]",South End Avenue,10280,Manhattan,Pizza/Italian,"[{""date"":{""$date"":""2014-09-09T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-08-23T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-01-11T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-06-04T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-01-31T00:00:00Z""},""grade"":""P"",""score"":0}]",Picasso Pizzeria,40592207
623dfc93033c41198931631e,,"[-74.0085142,40.7480556]",Chelsea Piers,10011,Manhattan,American ,"[{""date"":{""$date"":""2015-01-05T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2014-07-02T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2013-12-30T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2013-04-10T00:00:00Z""},""grade"":""C"",""score"":30},{""date"":{""$date"":""2012-07-17T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2012-02-10T00:00:00Z""},""grade"":""A"",""score"":11}]",Bowlmor Chelsea Piers,40592285
623dfc93033c41198931631f,133,"[-73.9702969,40.75983919999999]",East 55 Street,10022,Manhattan,American ,"[{""date"":{""$date"":""2014-04-03T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2013-03-27T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2012-10-17T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2012-04-27T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2011-12-06T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2011-07-18T00:00:00Z""},""grade"":""A"",""score"":12}]",3 Deli & Grill,40592296
623dfc93033c411989316320,166-05,"[-73.7740604,40.6600397]",Rockaway Boulevard,11434,Queens,Hamburgers,"[{""date"":{""$date"":""2014-09-12T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2014-03-26T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2013-07-29T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-07-26T00:00:00Z""},""grade"":""A"",""score"":7}]","Mcdonald'S",40592406
623dfc93033c411989316321,43-04,"[-73.9216658,40.7414459]",47 Avenue,11104,Queens,Italian,"[{""date"":{""$date"":""2014-12-12T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2014-05-14T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-03-29T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2012-02-02T00:00:00Z""},""grade"":""A"",""score"":9}]","Mario'S Restaurant",40592490
623dfc93033c411989316322,476,"[-73.9767435,40.7856578]",Amsterdam Avenue,10024,Manhattan,American ,"[{""date"":{""$date"":""2014-11-13T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2014-04-25T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-08-02T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-04-11T00:00:00Z""},""grade"":""A"",""score"":10}]","Fred'S",40592566
623dfc93033c411989316323,7112,"[-74.005607,40.62240800000001]",13 Avenue,11228,Brooklyn,Pizza/Italian,"[{""date"":{""$date"":""2014-03-11T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2013-03-01T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-02-29T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2011-10-31T00:00:00Z""},""grade"":""A"",""score"":13}]",Krispy Pizzeria,40592791
623dfc93033c411989316324,7509,"[-74.02758899999999,40.631071]",3 Avenue,11209,Brooklyn,American ,"[{""date"":{""$date"":""2014-11-25T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2014-05-12T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2013-08-28T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2012-07-18T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-03-08T00:00:00Z""},""grade"":""A"",""score"":13}]",Salty Dog Restaurant,40592811
623dfc93033c411989316325,101,"[-73.86596779999999,40.6980396]",Forest Park Drive,11421,Queens,American ,"[{""date"":{""$date"":""2014-08-05T00:00:00Z""},""grade"":""A"",""score"":2},{""date"":{""$date"":""2013-08-08T00:00:00Z""},""grade"":""A"",""score"":0},{""date"":{""$date"":""2012-07-26T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2012-04-03T00:00:00Z""},""grade"":""C"",""score"":0}]",Forest Park Golf Course,40592920
623dfc93033c411989316326,205,"[-73.9820768,40.764063]",West   54 Street,10019,Manhattan,American ,"[{""date"":{""$date"":""2013-12-05T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-06-06T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2012-09-05T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-02-15T00:00:00Z""},""grade"":""A"",""score"":5}]",Flute,40592981
623dfc93033c411989316327,320,"[-73.980368,40.780879]",Amsterdam Avenue,10023,Manhattan,Asian,"[{""date"":{""$date"":""2014-11-13T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-09-11T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2013-02-12T00:00:00Z""},""grade"":""C"",""score"":30},{""date"":{""$date"":""2012-05-23T00:00:00Z""},""grade"":""B"",""score"":18},{""date"":{""$date"":""2011-12-17T00:00:00Z""},""grade"":""A"",""score"":13}]",Citrus Bar & Grill,40593202
623dfc93033c411989316328,135,"[-74.00977089999999,40.7161935]",Reade Street,10013,Manhattan,American ,"[{""date"":{""$date"":""2015-01-08T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2014-01-28T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-05-29T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2012-03-07T00:00:00Z""},""grade"":""A"",""score"":13}]",Reade Street Pub & Kitchen,40593315
623dfc93033c411989316329,30-65,"[-73.9311954,40.7692441]",14 Street,11102,Queens,Pizza/Italian,"[{""date"":{""$date"":""2013-12-24T00:00:00Z""},""grade"":""A"",""score"":3},{""date"":{""$date"":""2012-12-18T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2011-12-15T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2011-06-23T00:00:00Z""},""grade"":""A"",""score"":8}]",S S Calabro Pizzeria,40593352
623dfc93033c41198931632a,322,"[-73.9875571,40.7627884]",West   50 Street,10019,Manhattan,Mexican,"[{""date"":{""$date"":""2014-03-03T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-09-06T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2012-07-31T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2011-07-28T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2011-03-21T00:00:00Z""},""grade"":""A"",""score"":10}]",Blockheads,40593528
623dfc93033c41198931632b,161,"[-74.00121299999999,40.726163]",Prince Street,10012,Manhattan,Italian,"[{""date"":{""$date"":""2014-07-24T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2013-08-05T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-02-21T00:00:00Z""},""grade"":""A"",""score"":0},{""date"":{""$date"":""2012-01-27T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2011-08-10T00:00:00Z""},""grade"":""B"",""score"":17}]",Cafe Borgia Ii,40593646
623dfc93033c41198931632c,14720,"[-73.8184241,40.7650549]",Northern Boulevard,11354,Queens,Pizza/Italian,"[{""date"":{""$date"":""2013-12-17T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2013-07-06T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-01-07T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-06-11T00:00:00Z""},""grade"":""A"",""score"":12}]",Xtra Cheese Pizzeria,40593817
623dfc93033c41198931632d,6823,"[-74.0232,40.634603]",4 Avenue,11220,Brooklyn,Pizza,"[{""date"":{""$date"":""2014-09-23T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2014-02-10T00:00:00Z""},""grade"":""B"",""score"":20},{""date"":{""$date"":""2013-05-09T00:00:00Z""},""grade"":""B"",""score"":19},{""date"":{""$date"":""2012-04-11T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2011-11-30T00:00:00Z""},""grade"":""A"",""score"":9}]",The Original Pizza Of 4Th Ave,40593844
623dfc93033c41198931632e,114,"[-73.992334,40.6902356]",Court Street,11201,Brooklyn,Pizza/Italian,"[{""date"":{""$date"":""2014-05-12T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-05-08T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-09-04T00:00:00Z""},""grade"":""B"",""score"":25},{""date"":{""$date"":""2012-06-01T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2011-06-07T00:00:00Z""},""grade"":""A"",""score"":12}]",My Little Pizzeria,40593848
623dfc93033c41198931632f,500,"[-74.1091687,40.6379716]",Henderson Avenue,10310,Staten Island,Delicatessen,"[{""date"":{""$date"":""2014-05-06T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-04-18T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-10-04T00:00:00Z""},""grade"":""A"",""score"":4},{""date"":{""$date"":""2011-10-05T00:00:00Z""},""grade"":""A"",""score"":11}]",Vincents Bagel,40594026
623dfc93033c411989316330,25-01,"[-73.9443527,40.7472594]",Jackson Avenue,11101,Queens,Pizza/Italian,"[{""date"":{""$date"":""2014-06-16T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2013-07-03T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-07-09T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2012-02-17T00:00:00Z""},""grade"":""A"",""score"":5}]",L. A. Pizzeria,40594166
623dfc93033c411989316331,111,"[-73.96952879999999,40.7621856]",East   58 Street,10022,Manhattan,American ,"[{""date"":{""$date"":""2014-12-05T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2014-06-17T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2013-12-11T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2013-06-25T00:00:00Z""},""grade"":""B"",""score"":25},{""date"":{""$date"":""2012-12-17T00:00:00Z""},""grade"":""B"",""score"":27},{""date"":{""$date"":""2011-12-07T00:00:00Z""},""grade"":""A"",""score"":9}]",La Gourmet,40594203
623dfc93033c411989316332,21422,"[-73.8227505,40.7602117]",41 Avenue,11361,Queens,American ,"[{""date"":{""$date"":""2013-11-23T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2013-06-05T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2012-03-14T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2011-10-26T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2011-04-13T00:00:00Z""},""grade"":""B"",""score"":19}]",Maggie Mays,40594214
623dfc93033c411989316333,0,"[-73.9991637,40.75368539999999]",Amtrak Level,10001,Manhattan,American ,"[{""date"":{""$date"":""2014-09-22T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2013-09-16T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-10-04T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-03-15T00:00:00Z""},""grade"":""B"",""score"":20},{""date"":{""$date"":""2011-11-02T00:00:00Z""},""grade"":""A"",""score"":13}]","Kabooz'S Bar & Grille",40594677
623dfc93033c411989316334,141,"[-73.97384439999999,40.7532901]",East 45 Street,10017,Manhattan,Japanese,"[{""date"":{""$date"":""2014-11-13T00:00:00Z""},""grade"":""B"",""score"":27},{""date"":{""$date"":""2014-02-12T00:00:00Z""},""grade"":""B"",""score"":20},{""date"":{""$date"":""2013-07-08T00:00:00Z""},""grade"":""A"",""score"":6},{""date"":{""$date"":""2013-01-24T00:00:00Z""},""grade"":""B"",""score"":19},{""date"":{""$date"":""2012-06-07T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2011-12-15T00:00:00Z""},""grade"":""B"",""score"":14}]",Restaurant Riki,40594703
623dfc93033c411989316335,158,"[-73.9950905,40.7435489]",West 23 Street,10011,Manhattan,Japanese,"[{""date"":{""$date"":""2014-09-22T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2014-04-07T00:00:00Z""},""grade"":""B"",""score"":20},{""date"":{""$date"":""2013-09-30T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-03-28T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-09-24T00:00:00Z""},""grade"":""A"",""score"":10}]",Monster Sushi,40594741
623dfc93033c411989316336,6040,"[-73.89531939999999,40.7007151]",Myrtle Avenue,11385,Queens,Donuts,"[{""date"":{""$date"":""2014-09-10T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-10-01T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2012-10-18T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2012-06-05T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2012-01-14T00:00:00Z""},""grade"":""A"",""score"":5}]","Dunkin' Donuts",40594824
623dfc93033c411989316337,292,"[-73.9218923,40.8169858]",East  149 Street,10451,Bronx,Pizza/Italian,"[{""date"":{""$date"":""2014-10-06T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2014-05-20T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2013-03-25T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-09-20T00:00:00Z""},""grade"":""A"",""score"":11}]",Yolanda Pizzeria Restaurant,40594879
623dfc93033c411989316338,247,"[-74.005526,40.719703]",West Broadway,10013,Manhattan,American ,"[{""date"":{""$date"":""2014-09-13T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2013-09-25T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2013-03-26T00:00:00Z""},""grade"":""B"",""score"":19},{""date"":{""$date"":""2012-06-20T00:00:00Z""},""grade"":""B"",""score"":15}]",Tribeca Tavern,40594962
623dfc93033c411989316339,111-12,"[-73.8834765,40.6540355]",Flatland Avenue,11207,Brooklyn,"Ice Cream, Gelato, Yogurt, Ices","[{""date"":{""$date"":""2014-04-10T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-04-18T00:00:00Z""},""grade"":""A"",""score"":2},{""date"":{""$date"":""2012-04-11T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2011-12-01T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2011-08-01T00:00:00Z""},""grade"":""A"",""score"":7}]",Baskin Robbins,40595136
623dfc93033c41198931633a,4052,"[-73.82985099999999,40.758158]",Main Street,11354,Queens,Chinese,"[{""date"":{""$date"":""2014-12-23T00:00:00Z""},""grade"":""B"",""score"":20},{""date"":{""$date"":""2014-04-24T00:00:00Z""},""grade"":""B"",""score"":25},{""date"":{""$date"":""2013-09-18T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2013-03-21T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-10-03T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2012-09-21T00:00:00Z""},""grade"":""P"",""score"":4},{""date"":{""$date"":""2012-05-09T00:00:00Z""},""grade"":""A"",""score"":12}]",Red Bowl Noodle Shop,40595941
623dfc93033c41198931633b,2450,"[-73.90044569999999,40.8622067]",Walton Avenue,10468,Bronx,Greek,"[{""date"":{""$date"":""2014-08-12T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2014-01-09T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-06-26T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-12-14T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2012-06-20T00:00:00Z""},""grade"":""A"",""score"":2},{""date"":{""$date"":""2012-06-12T00:00:00Z""},""grade"":""P"",""score"":10},{""date"":{""$date"":""2012-01-26T00:00:00Z""},""grade"":""B"",""score"":21}]",Gyro King,40596246
623dfc93033c41198931633c,147,"[-73.985383,40.7565079]",West   43 Street,10036,Manhattan,American ,"[{""date"":{""$date"":""2014-07-25T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-07-19T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-02-22T00:00:00Z""},""grade"":""A"",""score"":2},{""date"":{""$date"":""2012-01-05T00:00:00Z""},""grade"":""A"",""score"":0}]","Rick'S Cafe",40596349
623dfc93033c41198931633d,481,"[-73.9934785,40.7527038]",8 Avenue,10001,Manhattan,American ,"[{""date"":{""$date"":""2014-12-04T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2014-06-26T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-11-26T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-11-21T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-05-25T00:00:00Z""},""grade"":""B"",""score"":19}]",New Yorker Hotel Kitchen,40596359
623dfc93033c41198931633e,77,"[-73.9845351,40.7021028]",Bridge Street,11201,Brooklyn,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","[{""date"":{""$date"":""2014-01-16T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-05-22T00:00:00Z""},""grade"":""B"",""score"":19},{""date"":{""$date"":""2012-11-29T00:00:00Z""},""grade"":""C"",""score"":49}]",Los Papis Restaurant,40596377
623dfc93033c41198931633f,40-19,"[-73.918155,40.758836]",Broadway,11103,Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","[{""date"":{""$date"":""2014-11-20T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2014-05-21T00:00:00Z""},""grade"":""B"",""score"":24},{""date"":{""$date"":""2013-05-01T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2012-04-23T00:00:00Z""},""grade"":""A"",""score"":12}]",Pollos A La Barasa Mario,40596549
623dfc93033c411989316340,155,"[-73.9949106,40.69064520000001]",Atlantic Avenue,11201,Brooklyn,American ,"[{""date"":{""$date"":""2014-07-15T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2014-01-21T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2013-07-13T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2012-12-05T00:00:00Z""},""grade"":""C"",""score"":45},{""date"":{""$date"":""2012-06-13T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-02-02T00:00:00Z""},""grade"":""P"",""score"":6}]","Peter'S Waterfront Ale House",40596986
623dfc93033c411989316341,7111,"[-73.989425,40.612718]",20 Avenue,11204,Brooklyn,Café/Coffee/Tea,"[{""date"":{""$date"":""2014-09-09T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2014-04-15T00:00:00Z""},""grade"":""A"",""score"":6},{""date"":{""$date"":""2013-10-17T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2013-05-08T00:00:00Z""},""grade"":""A"",""score"":4},{""date"":{""$date"":""2012-11-20T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2011-11-01T00:00:00Z""},""grade"":""A"",""score"":11}]","Caffe' Romeo",40597074
623dfc93033c411989316342,16607,"[-73.77705999999999,40.680128]",Baisley Boulevard,11434,Queens,Hamburgers,"[{""date"":{""$date"":""2014-09-17T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2013-09-17T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2012-09-21T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2011-10-06T00:00:00Z""},""grade"":""A"",""score"":9}]","Mcdonald'S",40597224
623dfc93033c411989316343,395,"[-73.9232217,40.6560986]",Remsen Avenue,11212,Brooklyn,Chinese,"[{""date"":{""$date"":""2014-02-24T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2013-08-15T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-01-17T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2012-07-11T00:00:00Z""},""grade"":""A"",""score"":4},{""date"":{""$date"":""2012-02-06T00:00:00Z""},""grade"":""B"",""score"":17}]","Wah Do Mr. Chan'S Restaurant",40597250
623dfc93033c411989316344,83,"[-73.9853778,40.7278502]",St Marks Place,10003,Manhattan,Pizza,"[{""date"":{""$date"":""2014-09-15T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2014-04-11T00:00:00Z""},""grade"":""B"",""score"":27},{""date"":{""$date"":""2013-09-04T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2013-03-25T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2012-06-19T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-01-31T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2011-10-12T00:00:00Z""},""grade"":""A"",""score"":13}]",Stromboli Pizza,40597409
623dfc93033c411989316345,115,"[-73.994787,40.695161]",Montague Street,11201,Brooklyn,Bakery,"[{""date"":{""$date"":""2014-10-08T00:00:00Z""},""grade"":""A"",""score"":2},{""date"":{""$date"":""2013-10-21T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-06-12T00:00:00Z""},""grade"":""A"",""score"":2},{""date"":{""$date"":""2012-12-27T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2011-11-03T00:00:00Z""},""grade"":""A"",""score"":12}]",Connecticut Muffin,40597410
623dfc93033c411989316346,162,"[-73.99741929999999,40.7421817]",7 Avenue,10011,Manhattan,Pizza,"[{""date"":{""$date"":""2014-11-10T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-12-02T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-04-30T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2012-03-09T00:00:00Z""},""grade"":""A"",""score"":13}]",Roccos Pizza,40597455
